episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
361, 1876.1267448812723, 1, 8.606774272979237, 406, 362610,                                             362610, 8.33505630493164, 220.1161651611328
362, 1308.3779056966305, 1, 15.571070604026318, 743, 363353,                                             363353, 8.966866493225098, 219.00146484375
363, 1433.1872144788504, 1, 16.743112774915062, 788, 364141,                                             364141, 9.59990406036377, 218.98602294921875
364, 1533.896808564663, 1, 12.35180132498499, 591, 364732,                                             364732, 9.564396858215332, 218.2789306640625
365, 1596.2901654839516, 1, 9.727409853017889, 450, 365182,                                             365182, 7.474483966827393, 218.36904907226562
366, 1583.1574035584927, 1, 11.929868276929483, 565, 365747,                                             365747, 9.63629150390625, 218.90359497070312
367, 1535.742127597332, 1, 11.954772709985264, 562, 366309,                                             366309, 9.32082748413086, 217.54495239257812
368, 1497.796009451151, 1, 14.739348195958883, 684, 366993,                                             366993, 8.7959566116333, 218.57015991210938
369, 1300.574919551611, 1, 14.958798656007275, 710, 367703,                                             367703, 9.980409622192383, 216.7633819580078
370, 1610.689505904913, 1, 10.519889817922376, 514, 368217,                                             368217, 9.58802318572998, 217.2391815185547
371, 1694.6842953413725, 1, 10.074210189050063, 473, 368690,                                             368690, 9.458555221557617, 217.11415100097656
372, 1374.2693670094013, 1, 14.93275852908846, 710, 369400,                                             369400, 9.226768493652344, 214.8179168701172
373, 1415.0545632243156, 1, 16.944161935942248, 814, 370214,                                             370214, 9.082993507385254, 215.5917510986328
374, 1316.6925975680351, 1, 15.963902876945212, 759, 370973,                                             370973, 8.756046295166016, 215.9896697998047
375, 1416.2985219061375, 1, 14.735600398969837, 705, 371678,                                             371678, 8.7941312789917, 215.31907653808594
376, 1482.8020122647285, 1, 13.753229498048313, 652, 372330,                                             372330, 9.246867179870605, 214.59832763671875
377, 1485.8719716966152, 1, 14.356997126014903, 674, 373004,                                             373004, 9.624814987182617, 215.0192108154297
378, 1518.4124235510826, 1, 12.731083638966084, 581, 373585,                                             373585, 9.65371036529541, 217.06173706054688
379, 1495.6072742044926, 1, 10.748376025003381, 529, 374114,                                             374114, 9.279328346252441, 215.50289916992188
380, 1397.5565453767776, 1, 14.332820579060353, 687, 374801,                                             374801, 8.814953804016113, 215.8140869140625
381, 1654.0169141590595, 1, 11.452892616973259, 558, 375359,                                             375359, 9.291196823120117, 217.52371215820312
382, 1849.056374579668, 1, 7.343534909072332, 361, 375720,                                             375720, 8.860894203186035, 214.18736267089844
383, 1435.8354879915714, 1, 11.329663221957162, 533, 376253,                                             376253, 8.939680099487305, 212.27146911621094
384, 1479.7616809010506, 1, 13.34906671603676, 659, 376912,                                             376912, 9.42673110961914, 213.27182006835938
385, 1307.7747029960155, 1, 15.33891294489149, 722, 377634,                                             377634, 9.333073616027832, 213.85171508789062
386, 1368.0884608626366, 1, 15.163720445008948, 717, 378351,                                             378351, 9.141500473022461, 212.67002868652344
387, 1714.7594586014748, 1, 11.126888483995572, 533, 378884,                                             378884, 9.001776695251465, 211.90988159179688
388, 1738.6705227941275, 1, 9.952784110908397, 471, 379355,                                             379355, 9.738982200622559, 213.05174255371094
389, 1768.0766339302063, 1, 10.328064491972327, 483, 379838,                                             379838, 8.966605186462402, 213.2838897705078
390, 1178.9703632593155, 1, 17.946292731910944, 861, 380699,                                             380699, 8.811361312866211, 211.7710723876953
391, 1433.7971944212914, 1, 13.857143465080298, 670, 381369,                                             381369, 8.298599243164062, 212.38796997070312
392, 1608.2575806975365, 1, 11.53166864591185, 540, 381909,                                             381909, 8.931463241577148, 211.84054565429688
393, 1700.8649324774742, 1, 10.35038891597651, 499, 382408,                                             382408, 9.496943473815918, 211.69322204589844
394, 1749.5936783254147, 1, 9.923904697061516, 457, 382865,                                             382865, 9.196992874145508, 213.68716430664062
395, 1376.0699689984322, 1, 12.953609746997245, 630, 383495,                                             383495, 8.661171913146973, 213.17587280273438
396, 1574.1250938177109, 1, 12.329548456938937, 555, 384050,                                             384050, 9.865740776062012, 212.0157012939453
397, 1651.3379958868027, 1, 13.933715805062093, 647, 384697,                                             384697, 9.59276294708252, 211.99551391601562
398, 1633.214579641819, 1, 8.944584041950293, 418, 385115,                                             385115, 11.428021430969238, 211.6156768798828
399, 1673.5287526845932, 1, 9.122352366917767, 425, 385540,                                             385540, 9.832921981811523, 212.52867126464844
400, 1906.6260923147202, 1, 7.121321410057135, 320, 385860,                                             385860, 9.009466171264648, 210.1311798095703
401, 1917.1417960226536, 1, 9.79668671602849, 441, 386301,                                             386301, 9.636798858642578, 211.63885498046875
402, 1313.4219254553318, 1, 14.962430723942816, 735, 387036,                                             387036, 9.054230690002441, 211.87986755371094
403, 1496.6670625805855, 1, 12.524852805072442, 604, 387640,                                             387640, 8.774435997009277, 211.6765899658203
404, 1764.811839222908, 1, 11.329670695005916, 560, 388200,                                             388200, 8.845830917358398, 209.4569549560547
405, 1502.8101616501808, 1, 11.527629813994281, 533, 388733,                                             388733, 8.712937355041504, 212.0242462158203
406, 1460.0428920537233, 1, 15.362165026017465, 721, 389454,                                             389454, 8.35010814666748, 209.62835693359375
407, 1124.7003352046013, 1, 17.943092282977886, 854, 390308,                                             390308, 8.030731201171875, 211.6983642578125
408, 1601.2642698287964, 1, 13.156725442036986, 631, 390939,                                             390939, 9.095705032348633, 208.48728942871094
409, 1547.1006861925125, 1, 11.131766720092855, 520, 391459,                                             391459, 9.239580154418945, 210.2642364501953
410, 1604.4237721264362, 1, 11.156708967057057, 509, 391968,                                             391968, 9.641697883605957, 210.20620727539062
411, 1413.3089845776558, 1, 13.80385321599897, 644, 392612,                                             392612, 9.268759727478027, 208.7841339111328
412, 1592.9849808514118, 1, 9.929328521015123, 463, 393075,                                             393075, 9.752204895019531, 209.07901000976562
413, 1916.2098946273327, 1, 9.1428890270181, 442, 393517,                                             393517, 8.605790138244629, 208.50302124023438
414, 1607.7072852551937, 1, 10.137436000979505, 461, 393978,                                             393978, 9.964859008789062, 210.15020751953125
415, 2078.050807118416, 1, 6.918030078988522, 312, 394290,                                             394290, 7.88178014755249, 208.402099609375
416, 2068.4439957141876, 1, 7.136918121948838, 328, 394618,                                             394618, 9.887849807739258, 207.91539001464844
417, 1363.4375312924385, 1, 15.339952345006168, 741, 395359,                                             395359, 9.239479064941406, 207.80166625976562
418, 1297.1687850356102, 1, 16.96349017205648, 805, 396164,                                             396164, 9.171881675720215, 210.27627563476562
419, 1444.892625272274, 1, 13.33656021207571, 623, 396787,                                             396787, 8.66772747039795, 209.58421325683594
420, 1616.8706715404987, 1, 11.349655792000704, 539, 397326,                                             397326, 9.290581703186035, 209.58639526367188
421, 1655.520758152008, 1, 12.792262366041541, 600, 397926,                                             397926, 9.584345817565918, 207.7042999267578
422, 2010.5116536319256, 1, 8.923753540962934, 410, 398336,                                             398336, 10.651156425476074, 206.1087646484375
423, 1595.5319878160954, 1, 14.547518698032945, 680, 399016,                                             399016, 8.163061141967773, 209.0636444091797
424, 1876.6131371855736, 1, 9.122295295936055, 444, 399460,                                             399460, 8.468936920166016, 208.48623657226562
425, 1672.469606667757, 1, 9.153261312050745, 438, 399898,                                             399898, 9.588406562805176, 208.05203247070312
426, 1916.0026811659336, 1, 7.715388591983356, 347, 400245,                                             400245, 8.633283615112305, 206.99734497070312
427, 1772.2004622220993, 1, 11.524381543975323, 556, 400801,                                             400801, 8.798402786254883, 207.59999084472656
428, 1503.2055687010288, 1, 11.752278140047565, 558, 401359,                                             401359, 8.155237197875977, 207.67462158203125
429, 1634.3748753070831, 1, 12.1260970919393, 562, 401921,                                             401921, 9.437440872192383, 207.96726989746094
430, 1911.1999834477901, 1, 8.525106364977546, 410, 402331,                                             402331, 10.092424392700195, 208.5671844482422
431, 1551.3439716398716, 1, 11.189347808947787, 534, 402865,                                             402865, 9.64040470123291, 207.73532104492188
432, 1580.8149392008781, 1, 8.924088782048784, 428, 403293,                                             403293, 8.334816932678223, 209.11585998535156
433, 1831.6984121203423, 1, 7.747853884939104, 375, 403668,                                             403668, 9.558525085449219, 205.767333984375
434, 1700.7767324149609, 1, 11.326038900995627, 551, 404219,                                             404219, 9.763066291809082, 206.60926818847656
435, 1552.2835535109043, 1, 13.54933986091055, 646, 404865,                                             404865, 8.004375457763672, 207.0958251953125
436, 1583.575347006321, 1, 9.72005252004601, 470, 405335,                                             405335, 8.921881675720215, 205.55006408691406
437, 1553.5917885899544, 1, 9.726090210024267, 461, 405796,                                             405796, 9.322392463684082, 204.85060119628906
438, 1592.2732081711292, 1, 11.745913155027665, 555, 406351,                                             406351, 9.140380859375, 207.04840087890625
439, 1520.759858906269, 1, 12.93037795193959, 583, 406934,                                             406934, 8.936519622802734, 206.06292724609375
440, 1734.3734427690506, 1, 9.149836346972734, 439, 407373,                                             407373, 8.986052513122559, 206.21214294433594
441, 1601.7948412895203, 1, 10.982482732040808, 520, 407893,                                             407893, 9.666518211364746, 206.1251220703125
442, 1489.642114520073, 1, 11.551816809922457, 564, 408457,                                             408457, 8.300429344177246, 207.1444549560547
443, 1805.8435693383217, 1, 10.321429423987865, 479, 408936,                                             408936, 9.312797546386719, 205.21951293945312
444, 1745.3958178758621, 1, 11.755523559055291, 538, 409474,                                             409474, 10.39290714263916, 205.5570831298828
445, 1447.6539923846722, 1, 12.333344751037657, 570, 410044,                                             410044, 9.803264617919922, 204.96664428710938
446, 1485.8833978772163, 1, 10.952264658058994, 515, 410559,                                             410559, 7.778524875640869, 206.50518798828125
447, 2022.1688144803047, 1, 7.517168159014545, 342, 410901,                                             410901, 8.937342643737793, 204.95274353027344
448, 1585.6595385074615, 1, 8.947097389027476, 436, 411337,                                             411337, 8.412336349487305, 204.7506103515625
449, 1904.1447231173515, 1, 8.722678784048185, 420, 411757,                                             411757, 8.444944381713867, 204.2447509765625
450, 1286.742248982191, 1, 15.753018111921847, 750, 412507,                                             412507, 8.912694931030273, 204.29229736328125
451, 1422.618146970868, 1, 14.961902153911069, 705, 413212,                                             413212, 8.293902397155762, 204.75852966308594
452, 1713.2153429090977, 1, 10.14502611104399, 485, 413697,                                             413697, 8.375916481018066, 203.54043579101562
453, 1682.0807988643646, 1, 11.73203920898959, 552, 414249,                                             414249, 9.051251411437988, 205.4319305419922
454, 1790.9609853625298, 1, 10.549553537974134, 509, 414758,                                             414758, 8.000860214233398, 203.62896728515625
455, 1816.450644671917, 1, 8.322456378955394, 379, 415137,                                             415137, 8.268738746643066, 201.58621215820312
456, 1836.0330583155155, 1, 11.142810003017075, 530, 415667,                                             415667, 8.46837329864502, 204.82298278808594
457, 1595.126549243927, 1, 13.133403257001191, 632, 416299,                                             416299, 9.510035514831543, 202.79348754882812
458, 1565.3036606907845, 1, 12.73036346200388, 588, 416887,                                             416887, 9.13691520690918, 203.7718505859375
459, 1427.4179546535015, 1, 16.940425783977844, 789, 417676,                                             417676, 8.66754150390625, 203.67352294921875
460, 1661.613434433937, 1, 12.333910951972939, 560, 418236,                                             418236, 9.009612083435059, 202.54006958007812
461, 1432.9925965368748, 1, 13.21259640099015, 624, 418860,                                             418860, 8.463226318359375, 203.6158905029297
462, 1335.300297498703, 1, 14.134857248980552, 653, 419513,                                             419513, 9.685760498046875, 202.8426055908203
463, 1499.4712267518044, 1, 12.350875622942112, 582, 420095,                                             420095, 9.15049934387207, 203.56759643554688
464, 1606.743907213211, 1, 11.332401161082089, 506, 420601,                                             420601, 10.315465927124023, 204.68994140625
465, 1882.084304124117, 1, 7.550156601006165, 346, 420947,                                             420947, 9.086546897888184, 204.5904541015625
466, 2006.559526771307, 1, 8.320166088989936, 399, 421346,                                             421346, 9.826346397399902, 202.30474853515625
467, 1532.2033670544624, 1, 11.95149760809727, 546, 421892,                                             421892, 10.247849464416504, 201.09417724609375
468, 1936.9857315719128, 1, 7.916979350033216, 373, 422265,                                             422265, 8.60302734375, 202.43492126464844
469, 1844.9375205785036, 1, 9.939860193990171, 465, 422730,                                             422730, 8.696593284606934, 201.86399841308594
470, 1496.557307511568, 1, 13.13344868493732, 607, 423337,                                             423337, 8.347131729125977, 201.88169860839844
471, 1436.443937242031, 1, 11.605682965018786, 548, 423885,                                             423885, 10.404325485229492, 200.46644592285156
472, 1520.3812448978424, 1, 11.933383486000821, 548, 424433,                                             424433, 8.449505805969238, 198.5283660888672
473, 1470.1195746064186, 1, 12.156047011027113, 555, 424988,                                             424988, 9.73245620727539, 202.68572998046875
474, 1779.0654393136501, 1, 10.126357157016173, 465, 425453,                                             425453, 9.008111953735352, 201.4424591064453
475, 1903.5111458301544, 1, 8.947031366988085, 422, 425875,                                             425875, 10.156770706176758, 198.74632263183594
476, 1353.0335373580456, 1, 16.13961710804142, 775, 426650,                                             426650, 9.390606880187988, 200.81268310546875
477, 1730.1504062116146, 1, 10.7432238078909, 485, 427135,                                             427135, 9.70916748046875, 201.17205810546875
478, 2007.5379322469234, 1, 9.122041651047766, 414, 427549,                                             427549, 8.738189697265625, 200.43653869628906
479, 1545.044026017189, 1, 12.157756958040409, 566, 428115,                                             428115, 9.1441650390625, 199.5422821044922
480, 1730.6675164103508, 1, 8.519059011014178, 390, 428505,                                             428505, 9.90770435333252, 201.66455078125
481, 1512.3535256534815, 1, 11.97766164096538, 572, 429077,                                             429077, 9.655027389526367, 200.4517822265625
482, 1606.6024978160858, 1, 13.96068745397497, 669, 429746,                                             429746, 9.557815551757812, 198.0021209716797
483, 1182.169352531433, 1, 17.337549170013517, 799, 430545,                                             430545, 9.994803428649902, 200.89480590820312
484, 1881.1103878617287, 1, 8.947882948908955, 413, 430958,                                             430958, 8.635013580322266, 199.60324096679688
485, 1763.8942658603191, 1, 11.327897420036606, 529, 431487,                                             431487, 8.831151962280273, 200.74058532714844
486, 1882.4640613794327, 1, 7.940801679040305, 382, 431869,                                             431869, 9.235957145690918, 199.65097045898438
487, 1711.923655450344, 1, 11.931617083959281, 541, 432410,                                             432410, 9.479580879211426, 199.0513153076172
488, 1546.679487168789, 1, 10.951628780923784, 514, 432924,                                             432924, 8.215266227722168, 198.21009826660156
489, 2067.1045269966125, 1, 7.71866268501617, 354, 433278,                                             433278, 8.291460037231445, 198.4867401123047
490, 1751.8445386737585, 1, 11.5327710499987, 517, 433795,                                             433795, 10.266744613647461, 197.7892303466797
491, 1587.7185840010643, 1, 11.001247192034498, 533, 434328,                                             434328, 10.06947135925293, 199.78543090820312
492, 1524.206761419773, 1, 10.72668900305871, 497, 434825,                                             434825, 10.0784273147583, 197.6177978515625
493, 1754.8914166986942, 1, 10.752188088023104, 493, 435318,                                             435318, 10.149551391601562, 197.99465942382812
494, 1544.333732366562, 1, 11.530386369093321, 539, 435857,                                             435857, 8.042333602905273, 199.35105895996094
495, 1971.4616894125938, 1, 8.745027701952495, 423, 436280,                                             436280, 8.958416938781738, 199.4331817626953
496, 1765.5262053012848, 1, 9.321961053065024, 425, 436705,                                             436705, 9.444531440734863, 199.10943603515625
497, 2103.700391948223, 1, 7.749418877996504, 363, 437068,                                             437068, 9.584159851074219, 197.86561584472656
498, 1122.0983586907387, 1, 19.149243322899565, 892, 437960,                                             437960, 8.526806831359863, 198.1392059326172
499, 1703.9630425870419, 1, 11.745765257044695, 539, 438499,                                             438499, 8.415966987609863, 196.64175415039062
500, 1998.5727088153362, 1, 9.717926483950578, 451, 438950,                                             438950, 8.534185409545898, 195.3209991455078
501, 1593.3707930743694, 1, 11.090388124925084, 508, 439458,                                             439458, 11.041221618652344, 198.2769012451172
502, 2095.431259572506, 1, 7.923282271949574, 363, 439821,                                             439821, 10.308733940124512, 195.5794219970703
503, 1111.810509622097, 1, 17.364809738937765, 840, 440661,                                             440661, 9.647562026977539, 196.14149475097656
504, 1689.6848163306713, 1, 9.319846654077992, 412, 441073,                                             441073, 8.921924591064453, 196.02540588378906
505, 1474.9801462739706, 1, 13.155689868028276, 596, 441669,                                             441669, 8.410035133361816, 195.95542907714844
506, 1343.31644821167, 1, 14.131233734078705, 681, 442350,                                             442350, 9.509544372558594, 195.63223266601562
507, 1646.888654410839, 1, 10.15234428702388, 484, 442834,                                             442834, 9.285385131835938, 195.39385986328125
508, 1950.1377346217632, 1, 7.919839448994026, 356, 443190,                                             443190, 7.613739967346191, 195.43124389648438
509, 1661.4816779494286, 1, 13.153379739029333, 623, 443813,                                             443813, 8.499262809753418, 195.24105834960938
510, 1783.729819059372, 1, 8.923537209979258, 412, 444225,                                             444225, 9.979312896728516, 195.5025634765625
511, 1470.0980495363474, 1, 14.544374926015735, 673, 444898,                                             444898, 9.621073722839355, 195.1473846435547
512, 1395.6576467752457, 1, 14.129446325008757, 670, 445568,                                             445568, 9.918285369873047, 196.54527282714844
513, 1443.782220095396, 1, 16.560062374919653, 811, 446379,                                             446379, 9.319052696228027, 195.63636779785156
514, 1562.4214156866074, 1, 10.526813135948032, 489, 446868,                                             446868, 9.661863327026367, 195.0345458984375
515, 2073.192043453455, 1, 9.147637523012236, 430, 447298,                                             447298, 9.388922691345215, 194.0552978515625
516, 1649.2447496652603, 1, 13.934326213900931, 640, 447938,                                             447938, 8.692087173461914, 193.94973754882812
517, 1714.9611080884933, 1, 12.758763149031438, 595, 448533,                                             448533, 8.917770385742188, 194.35142517089844
518, 1550.8042060434818, 1, 11.756116840057075, 543, 449076,                                             449076, 9.126123428344727, 193.57855224609375
519, 1283.9411122947931, 1, 17.14186143898405, 788, 449864,                                             449864, 8.735746383666992, 192.9530487060547
520, 1484.9481212198734, 1, 13.544870721059851, 639, 450503,                                             450503, 9.539990425109863, 193.7626190185547
521, 1559.4792978167534, 1, 13.099162639002316, 604, 451107,                                             451107, 9.740938186645508, 193.804443359375
522, 1967.5559892058372, 1, 8.145366793032736, 367, 451474,                                             451474, 8.642143249511719, 194.5183868408203
523, 1600.6312504410744, 1, 12.327319878037088, 592, 452066,                                             452066, 9.062644004821777, 193.10704040527344
524, 1606.951215416193, 1, 10.151294070063159, 491, 452557,                                             452557, 9.25850772857666, 192.00111389160156
525, 1678.4951800107956, 1, 12.931469602044672, 606, 453163,                                             453163, 8.780153274536133, 192.6241455078125
526, 1533.0164364874363, 1, 13.935154155013151, 656, 453819,                                             453819, 8.013263702392578, 191.6168975830078
527, 1767.9497826099396, 1, 8.120763630024157, 372, 454191,                                             454191, 7.137547492980957, 194.00497436523438
528, 1629.574127972126, 1, 9.339786425000057, 444, 454635,                                             454635, 8.744304656982422, 193.7273712158203
529, 1944.0907826423645, 1, 8.722735096001998, 401, 455036,                                             455036, 8.684874534606934, 191.47360229492188
530, 1599.523553431034, 1, 14.959504597005434, 685, 455721,                                             455721, 9.023797035217285, 191.96327209472656
531, 1759.3500937223434, 1, 13.092103759059682, 609, 456330,                                             456330, 8.367608070373535, 191.7320556640625
532, 1489.5977445542812, 1, 15.964049042086117, 748, 457078,                                             457078, 9.234895706176758, 189.88735961914062
533, 1330.3182821571827, 1, 15.534640974947251, 717, 457795,                                             457795, 10.11180591583252, 192.39601135253906
534, 1833.5177265107632, 1, 9.148377386969514, 437, 458232,                                             458232, 9.156274795532227, 192.97354125976562
535, 1770.2922231256962, 1, 10.928103388985619, 513, 458745,                                             458745, 9.366557121276855, 191.6395263671875
536, 1669.711988568306, 1, 9.121318622957915, 424, 459169,                                             459169, 9.92164134979248, 192.0885467529297
537, 1633.2614461183548, 1, 9.124751847004518, 426, 459595,                                             459595, 9.418813705444336, 194.29542541503906
538, 1372.9520340263844, 1, 16.566660717013292, 784, 460379,                                             460379, 9.985877990722656, 190.31414794921875
539, 1443.735332608223, 1, 12.334818339091726, 561, 460940,                                             460940, 8.938948631286621, 190.85104370117188
540, 1733.8313971757889, 1, 9.54738779203035, 426, 461366,                                             461366, 8.941969871520996, 192.36729431152344
541, 1503.3031064271927, 1, 13.865830819006078, 649, 462015,                                             462015, 8.337692260742188, 192.26365661621094
542, 1330.2186415791512, 1, 16.33840988902375, 778, 462793,                                             462793, 9.451308250427246, 190.17738342285156
543, 1520.3945998847485, 1, 11.730688023963012, 526, 463319,                                             463319, 9.09739875793457, 191.61297607421875
544, 1926.6090339422226, 1, 8.725550909992307, 391, 463710,                                             463710, 8.854002952575684, 190.80560302734375
545, 1591.2852405905724, 1, 11.353135840035975, 526, 464236,                                             464236, 9.145105361938477, 189.6632537841797
546, 1997.8221328258514, 1, 7.117926750099286, 315, 464551,                                             464551, 9.527979850769043, 190.98851013183594
547, 1899.7804205417633, 1, 9.152498484007083, 415, 464966,                                             464966, 7.815054893493652, 190.48338317871094
548, 1538.5036163628101, 1, 10.727751887054183, 497, 465463,                                             465463, 9.662287712097168, 188.23422241210938
549, 1803.8884460628033, 1, 12.753726065973751, 588, 466051,                                             466051, 10.504501342773438, 187.5764617919922
550, 1430.379525512457, 1, 14.739966489025392, 676, 466727,                                             466727, 8.229874610900879, 188.54359436035156
551, 1599.2041444182396, 1, 11.698844560072757, 557, 467284,                                             467284, 9.791062355041504, 189.99851989746094
552, 1621.455480903387, 1, 11.723570405971259, 562, 467846,                                             467846, 8.505772590637207, 190.58509826660156
553, 2144.5887476205826, 1, 8.517915456090122, 382, 468228,                                             468228, 9.10858154296875, 190.05926513671875
554, 1088.4843720197678, 1, 18.761922233039513, 899, 469127,                                             469127, 9.435528755187988, 190.4706573486328
555, 1008.3665281534195, 1, 12.127870755968615, 560, 469687,                                             469687, 8.415068626403809, 187.8677215576172
556, 1565.7216195464134, 1, 10.321669328957796, 480, 470167,                                             470167, 9.75027084350586, 189.23350524902344
557, 1563.6296536922455, 1, 10.530396261019632, 487, 470654,                                             470654, 9.643097877502441, 190.46778869628906
558, 1547.8604744374752, 1, 13.958430725964718, 630, 471284,                                             471284, 7.96132755279541, 188.87783813476562
559, 1487.8879506886005, 1, 11.929263302008621, 564, 471848,                                             471848, 10.468070030212402, 188.52166748046875
560, 2065.884611427784, 1, 8.122706749010831, 374, 472222,                                             472222, 8.509622573852539, 188.43264770507812
561, 1831.2777254581451, 1, 11.699493491090834, 548, 472770,                                             472770, 9.422358512878418, 189.3423614501953
562, 1553.8585968911648, 1, 13.32992395607289, 641, 473411,                                             473411, 8.380066871643066, 189.82034301757812
563, 1502.9240282475948, 1, 11.94999535905663, 571, 473982,                                             473982, 10.11933708190918, 188.6817169189453
564, 1603.3488195240498, 1, 13.330002965056337, 611, 474593,                                             474593, 7.966978073120117, 189.69764709472656
565, 1747.0130142569542, 1, 10.32616640208289, 480, 475073,                                             475073, 9.192513465881348, 189.2928009033203
566, 1640.4031819105148, 1, 14.93425343092531, 672, 475745,                                             475745, 8.452127456665039, 189.03004455566406
567, 1693.7069717943668, 1, 8.321262186975218, 387, 476132,                                             476132, 8.936284065246582, 189.03829956054688
568, 1643.2810216844082, 1, 9.948881200980395, 480, 476612,                                             476612, 9.309167861938477, 187.4269256591797
569, 1307.1807599067688, 1, 15.73724302300252, 727, 477339,                                             477339, 8.461112022399902, 188.54367065429688
570, 1697.8854223489761, 1, 11.352321198908612, 531, 477870,                                             477870, 10.160390853881836, 189.30389404296875
571, 1787.741110444069, 1, 12.0378087379504, 557, 478427,                                             478427, 9.400310516357422, 187.54856872558594
572, 1690.608309045434, 1, 10.745348827913404, 497, 478924,                                             478924, 10.775463104248047, 188.775146484375
573, 1685.2191438674927, 1, 10.730108373914845, 486, 479410,                                             479410, 9.300756454467773, 187.6544647216797
574, 1955.4838069081306, 1, 7.745507869985886, 354, 479764,                                             479764, 8.66855525970459, 186.31332397460938
575, 2032.7641171962023, 1, 9.322485568001866, 420, 480184,                                             480184, 10.310022354125977, 186.85733032226562
576, 1624.8225271999836, 1, 10.350062998011708, 491, 480675,                                             480675, 8.45109748840332, 186.7750701904297
577, 1607.049646705389, 1, 12.729582351981662, 565, 481240,                                             481240, 8.871447563171387, 187.8820343017578
578, 1453.6666966378689, 1, 12.354157867026515, 581, 481821,                                             481821, 9.499131202697754, 188.0537109375
579, 1630.4445634186268, 1, 12.728254863992333, 579, 482400,                                             482400, 8.055628776550293, 189.35736083984375
580, 1698.5934530198574, 1, 11.93403655209113, 556, 482956,                                             482956, 9.973864555358887, 189.09698486328125
581, 1849.60047121346, 1, 9.65560551697854, 456, 483412,                                             483412, 10.280096054077148, 185.83961486816406
582, 2046.7122238874435, 1, 7.720384954009205, 342, 483754,                                             483754, 8.862970352172852, 188.73068237304688
583, 1754.5823442041874, 1, 9.343739446019754, 418, 484172,                                             484172, 9.010977745056152, 188.84840393066406
584, 2013.2028496861458, 1, 8.322732230997644, 379, 484551,                                             484551, 10.233566284179688, 187.26368713378906
585, 1429.155062109232, 1, 13.764676520950161, 644, 485195,                                             485195, 10.01819896697998, 187.1885986328125
586, 1570.0564553439617, 1, 12.53114016901236, 580, 485775,                                             485775, 9.037131309509277, 187.2156982421875
587, 1757.0941337049007, 1, 10.551868680049665, 487, 486262,                                             486262, 10.108954429626465, 186.3428955078125
588, 1621.3400220274925, 1, 13.332996273995377, 613, 486875,                                             486875, 8.416765213012695, 186.65162658691406
589, 1784.2112862318754, 1, 10.128239289973862, 462, 487337,                                             487337, 10.364852905273438, 187.29942321777344
590, 1761.0778320133686, 1, 10.725535906967707, 501, 487838,                                             487838, 9.642518043518066, 187.12664794921875
591, 1752.1879695951939, 1, 11.441645922022872, 531, 488369,                                             488369, 9.666441917419434, 187.23226928710938
592, 1175.2782300710678, 1, 18.139479938079603, 847, 489216,                                             489216, 9.756307601928711, 186.27757263183594
593, 1560.6640355587006, 1, 12.142424947000109, 570, 489786,                                             489786, 9.051904678344727, 185.964599609375
594, 1439.5811635255814, 1, 15.734277627896518, 721, 490507,                                             490507, 9.162283897399902, 186.49427795410156
595, 1706.8778113424778, 1, 9.142227066098712, 423, 490930,                                             490930, 9.684647560119629, 184.83482360839844
596, 1847.31629550457, 1, 12.733705174992792, 585, 491515,                                             491515, 9.974746704101562, 185.57183837890625
597, 1127.9503660798073, 1, 19.95268066402059, 916, 492431,                                             492431, 9.207559585571289, 185.22206115722656
598, 1946.7847627103329, 1, 10.146172353997827, 461, 492892,                                             492892, 9.098278999328613, 185.19644165039062
599, 1425.9664212167263, 1, 15.735151842003688, 722, 493614,                                             493614, 8.702691078186035, 185.50973510742188
600, 1323.325869947672, 1, 16.96986513095908, 777, 494391,                                             494391, 8.965883255004883, 185.37867736816406
601, 1736.2241055965424, 1, 11.982558446004987, 551, 494942,                                             494942, 10.237726211547852, 187.20896911621094
602, 1824.1171619296074, 1, 11.156779964105226, 524, 495466,                                             495466, 9.964850425720215, 187.0988311767578
603, 1777.3581977784634, 1, 12.326140210032463, 571, 496037,                                             496037, 9.085294723510742, 185.61883544921875
604, 1401.4952754974365, 1, 14.540551719954237, 679, 496716,                                             496716, 9.311161041259766, 185.0752410888672
605, 1396.4083713889122, 1, 14.35961518692784, 611, 497327,                                             497327, 9.295002937316895, 184.76905822753906
606, 1431.2395402491093, 1, 15.344713733997196, 688, 498015,                                             498015, 9.717649459838867, 185.61915588378906
607, 1158.5111155062914, 1, 16.56366437394172, 718, 498733,                                             498733, 8.925128936767578, 185.97665405273438
608, 2138.8185409903526, 1, 8.124858613009565, 360, 499093,                                             499093, 9.976119041442871, 185.34832763671875
609, 1471.6832473278046, 1, 11.524743088986725, 538, 499631,                                             499631, 9.698534965515137, 185.8698272705078
610, 1672.8983084857464, 1, 10.15213094104547, 472, 500103,                                             500103, 8.434163093566895, 184.42807006835938
611, 1685.1221887767315, 1, 13.174086472950876, 572, 500675,                                             500675, 10.812577247619629, 184.14080810546875
612, 1443.2638096809387, 1, 15.550680196029134, 719, 501394,                                             501394, 9.395015716552734, 184.94017028808594
613, 1534.7156577408314, 1, 17.743877209955826, 790, 502184,                                             502184, 9.785598754882812, 184.2686309814453
614, 1273.1818677186966, 1, 16.538536181906238, 756, 502940,                                             502940, 10.660419464111328, 184.1922607421875
615, 1198.548967629671, 1, 16.944496524054557, 787, 503727,                                             503727, 8.69228458404541, 183.64720153808594
